상병코드,상병명,상병명(영문)
H356      ,망막출혈,Retinal haemorrhage
H357      ,망막층의 분리,Separation of retinal layers
H3570     ,중심성 장액성 맥락망막병증,Central serous chorioretinopathy
H3571     ,장액성 망막색소상피 박리,Serous detachment of retinal pigment epithelium
H3572     ,출혈성 망막색소상피 박리,Haemorrhagic detachment of retinal pigment epithelium
H3578     ,기타 및 상세불명의 망막층의 분리,Other and unspecified separation of retinal layers
H3579     ,상세불명의 망막층의 분리,Unspecified separation of retinal layers
H358      ,기타 명시된 망막장애,Other specified retinal disorders
H3580     ,망막부종,Retinal oedema
H3581     ,망막허혈,Retinal ischemia
H3582     ,망막괴사,Retinal necrosis
H3588     ,기타 명시된 망막장애,Other specified retinal disorders
H359      ,상세불명의 망막장애,Retinal disorder/ unspecified
H36       ,달리 분류된 질환에서의 망막장애,Retinal disorders in diseases classified elsewhere
H360      ,당뇨병성 망막병증(4단위 및 5단위 숫자 .30/ .31/ .32/ .33에 해당되는 E10-E14+),Diabetic retinopathy
H368      ,달리 분류된 질환에서의 기타 망막장애,Other retinal disorders in diseases classified elsewhere
H368      ,죽상경화성 망막병증(I70.8-+),Atherosclerotic retinopathy(I70.8-+)
H368      ,증식성 낫적혈구망막병증(D57.-+),Proliferative sickle-cell retinopathy(D57.-+)
H368      ,지질축적질환에서의 망막디스트로피(E75.-+),Retinal dystrophy in lipid storage disorders(E75.-+)
H40       ,녹내장,Glaucoma
H400      ,고안압,Ocular hypertension
H400      ,녹내장 의심,Glaucoma suspect
H4000     ,고안압  오른쪽,Ocular hypertension  Right
H4000     ,녹내장 의심  오른쪽,Glaucoma suspect  Right
H4001     ,고안압  왼쪽,Ocular hypertension  Left
H4001     ,녹내장 의심  왼쪽,Glaucoma suspect  Left
H4002     ,고안압  양쪽,Ocular hypertension  Bilateral
H4002     ,녹내장 의심  양쪽,Glaucoma suspect  Bilateral
H4009     ,고안압  상세불명 부위,Ocular hypertension  Unspecified side
H4009     ,녹내장 의심  상세불명 부위,Glaucoma suspect  Unspecified side
H401      ,원발성 개방우각녹내장,Primary open-angle glaucoma
H4010     ,저안압녹내장,Low-tension glaucoma
H40100    ,저안압 녹내장  오른쪽,Low-tension glaucoma  Right
H40101    ,저안압 녹내장  왼쪽,Low-tension glaucoma  Left
H40102    ,저안압 녹내장  양쪽,Low-tension glaucoma  Bilateral
H40109    ,저안압 녹내장  상세불명 부위,Low-tension glaucoma  Unspecified side
H4011     ,색소녹내장,Pigmentary glaucoma
H40110    ,색소성 녹내장  오른쪽,Pigmentary glaucoma  Right
H40111    ,색소성 녹내장  왼쪽,Pigmentary glaucoma  Left
H40112    ,색소성 녹내장  양쪽,Pigmentary glaucoma  Bilateral
H40119    ,색소성 녹내장  상세불명 부위,Pigmentary glaucoma  Unspecified side
H4012     ,수정체의 거짓낙설을 동반한 수정체낭성 녹내장,Capsular glaucoma with pseudoexfoliation of lens
H40120    ,수정체의 거짓낙설을 동반한 수정체낭성 녹내장  오른쪽,Capsular glaucoma with pseudoexfoliation of lens  Right
H40121    ,수정체의 거짓낙설을 동반한 수정체낭성 녹내장  왼쪽,Capsular glaucoma with pseudoexfoliation of lens  Left
H40122    ,수정체의 거짓낙설을 동반한 수정체낭성 녹내장  양쪽,Capsular glaucoma with pseudoexfoliation of lens  Bilateral
H40129    ,수정체의 거짓낙설을 동반한 수정체낭성 녹내장  상세불명 부위,Capsular glaucoma with pseudoexfoliation of lens  Unspecified side
H4013     ,개방우각녹내장의 잔류기,Residual stage of open-angle glaucoma
H40130    ,개방우각녹내장 잔류기  오른쪽,Residual stage of open-angle glaucoma  Right
H40131    ,개방우각녹내장 잔류기  왼쪽,Residual stage of open-angle glaucoma  Left
H40132    ,개방우각녹내장 잔류기  양쪽,Residual stage of open-angle glaucoma  Bilateral
H40139    ,개방우각녹내장 잔류기  상세불명 부위,Residual stage of open-angle glaucoma  Unspecified side
H4019     ,만성 단순 녹내장,Chronic simple glaucoma
H4019     ,상세불명의 원발성 개방우각녹내장,Unspecified primary open-angle glaucoma
H402      ,원발성 폐쇄우각녹내장,Primary angle-closure glaucoma
H4020     ,급성 폐쇄우각녹내장,Acute angle-closure glaucoma
H40200    ,급성 폐쇄우각녹내장  오른쪽,Acute angle-closure glaucoma  Right
H40201    ,급성 폐쇄우각녹내장  왼쪽,Acute angle-closure glaucoma  Left
H40202    ,급성 폐쇄우각녹내장  양쪽,Acute angle-closure glaucoma  Bilateral
H40209    ,급성 폐쇄우각녹내장  상세불명 부위,Acute angle-closure glaucoma  Unspecified side
H4021     ,만성 폐쇄우각녹내장,Chronic angle-closure glaucoma
H40210    ,만성 폐쇄우각녹내장  오른쪽,Chronic angle-closure glaucoma  Right
H40211    ,만성 폐쇄우각녹내장  왼쪽,Chronic angle-closure glaucoma  Left
H40212    ,만성 폐쇄우각녹내장  양쪽,Chronic angle-closure glaucoma  Bilateral
H40219    ,만성 폐쇄우각녹내장  상세불명 부위,Chronic angle-closure glaucoma  Unspecified side
H4022     ,간헐성 폐쇄우각녹내장,Intermittent angle-closure glaucoma
H40220    ,간헐적 폐쇄우각녹내장  오른쪽,Intermittent angle-closure glaucoma  Right
H40221    ,간헐적 폐쇄우각녹내장  왼쪽,Intermittent angle-closure glaucoma  Left
H40222    ,간헐적 폐쇄우각녹내장  양쪽,Intermittent angle-closure glaucoma  Bilateral
H40229    ,간헐적 폐쇄우각녹내장  상세불명 부위,Intermittent angle-closure glaucoma  Unspecified side
H4023     ,폐쇄우각녹내장 잔류기,Residual stage of angle-closure glaucoma
H40230    ,폐쇄우각녹내장 잔류기  오른쪽,Residual stage of angle-closure glaucoma  Right
H40231    ,폐쇄우각녹내장 잔류기  왼쪽,Residual stage of angle-closure glaucoma  Left
H40232    ,폐쇄우각녹내장 잔류기  양쪽,Residual stage of angle-closure glaucoma  Bilateral
H40239    ,폐쇄우각녹내장 잔류기  상세불명 부위,Residual stage of angle-closure glaucoma  Unspecified side
H4029     ,상세불명의 원발성 폐쇄우각녹내장,Unspecified primary angle-closure glaucoma
H40290    ,상세불명의 일차성 폐쇄우각녹내장  오른쪽,Unspecified primary angle-closure glaucoma  Right
H40291    ,상세불명의 일차성 폐쇄우각녹내장  왼쪽,Unspecified primary angle-closure glaucoma  Left
H40292    ,상세불명의 일차성 폐쇄우각녹내장  양쪽,Unspecified primary angle-closure glaucoma  Bilateral
H40299    ,상세불명의 일차성 폐쇄우각녹내장  상세불명 부위,Unspecified primary angle-closure glaucoma  Unspecified side
H403      ,눈외상에 따른 이차성 녹내장,Glaucoma secondary to eye trauma
H4030     ,눈 외상에 의한 이차성 녹내장  오른쪽,Glaucoma secondary to eye trauma  Right
H4031     ,눈 외상에 의한 이차성 녹내장  왼쪽,Glaucoma secondary to eye trauma  Left
H4032     ,눈 외상에 의한 이차성 녹내장  양쪽,Glaucoma secondary to eye trauma  Bilateral
H4039     ,눈 외상에 의한 이차성 녹내장  상세불명 부위,Glaucoma secondary to eye trauma  Unspecified side
H404      ,눈염증에 따른 이차성 녹내장,Glaucoma secondary to eye inflammation
H4040     ,눈염증에 의한 이차성 녹내장  오른쪽,Glaucoma secondary to eye inflammation  Right
H4041     ,눈염증에 의한 이차성 녹내장  왼쪽,Glaucoma secondary to eye inflammation  Left
H4042     ,눈염증에 의한 이차성 녹내장  양쪽,Glaucoma secondary to eye inflammation  Bilateral
H4049     ,눈염증에 의한 이차성 녹내장  상세불명 부위,Glaucoma secondary to eye inflammation  Unspecified side
H405      ,기타 눈장애에 따른 이차성 녹내장,Glaucoma secondary to other eye disorders
H4050     ,기타 눈장애에 의한 이차성 녹내장  오른쪽,Glaucoma secondary to other eye disorders  Right
H4051     ,기타 눈장애에 의한 이차성 녹내장  왼쪽,Glaucoma secondary to other eye disorders  Left
H4052     ,기타 눈장애에 의한 이차성 녹내장  양쪽,Glaucoma secondary to other eye disorders  Bilateral
H4059     ,기타 눈장애에 의한 이차성 녹내장  상세불명 부위,Glaucoma secondary to other eye disorders  Unspecified side
H406      ,약물에 의한 이차성 녹내장,Glaucoma secondary to drugs
H4060     ,약물에 의한 이차성 녹내장  오른쪽,Glaucoma secondary to drugs  Right
H4061     ,약물에 의한 이차성 녹내장  왼쪽,Glaucoma secondary to drugs  Left
H4062     ,약물에 의한 이차성 녹내장  양쪽,Glaucoma secondary to drugs  Bilateral
H4069     ,약물에 의한 이차성 녹내장  상세불명 부위,Glaucoma secondary to drugs  Unspecified side
H408      ,기타 녹내장,Other glaucoma
H408      ,기타 녹내장,Other glaucoma
H4080     ,공막위정맥압의 증가를 동반한 녹내장,Glaucoma with increased episcleral venous pressure
H40800    ,공막위정맥압의 증가를 동반한 녹내장  오른쪽,Glaucoma with increased episcleral venous pressure  Right
H40801    ,공막위정맥압의 증가를 동반한 녹내장  왼쪽,Glaucoma with increased episcleral venous pressure  Left
H40802    ,공막위정맥압의 증가를 동반한 녹내장  양쪽,Glaucoma with increased episcleral venous pressure  Bilateral
H40809    ,공막위정맥압의 증가를 동반한 녹내장  상세불명 부위,Glaucoma with increased episcleral venous pressure  Unspecified side
H4081     ,과다분비녹내장,Hypersecretion glaucoma
H40810    ,과분비 녹내장  오른쪽,Hypersecretion glaucoma  Right
H40811    ,과분비 녹내장  왼쪽,Hypersecretion glaucoma  Left
H40812    ,과분비 녹내장  양쪽,Hypersecretion glaucoma  Bilateral
H40819    ,과분비 녹내장  상세불명 부위,Hypersecretion glaucoma  Unspecified side
H4082     ,방수흐름이상 악성 녹내장,Aqueous misdirection malignant glaucoma
H40820    ,방수흐름이상 악성 녹내장  오른쪽,Aqueous misdirection malignant glaucoma  Right
H40821    ,방수흐름이상 악성 녹내장  왼쪽,Aqueous misdirection malignant glaucoma  Left
H40822    ,방수흐름이상 악성 녹내장  양쪽,Aqueous misdirection malignant glaucoma  Bilateral
H40829    ,방수흐름이상 악성 녹내장  상세불명 부위,Aqueous misdirection malignant glaucoma  Unspecified side
H4088     ,기타 녹내장,Other glaucoma
H40880    ,기타 녹내장  오른쪽,Other glaucoma  Right
H40881    ,기타 녹내장  왼쪽,Other glaucoma  Left
H40882    ,기타 녹내장  양쪽,Other glaucoma  Bilateral
H40889    ,기타 녹내장  상세불명 부위,Other glaucoma  Unspecified side
H409      ,상세불명의 녹내장,Glaucoma/ unspecified
H4090     ,상세불명의 녹내장  오른쪽,Glaucoma  unspecified  Right
H4091     ,상세불명의 녹내장  왼쪽,Glaucoma  unspecified  Left
H4092     ,상세불명의 녹내장  양쪽,Glaucoma  unspecified  Bilateral
H4099     ,상세불명의 녹내장  상세불명 부위,Glaucoma  unspecified  Unspecified side
H42       ,달리 분류된 질환에서의 녹내장,Glaucoma in diseases classified elsewhere
H420      ,내분비/ 영양 및 대사 질환에서의 녹내장,Glaucoma in endocrine/ nutritional and metabolic diseases
H420      ,로우증후군에서의 녹내장(E72.0+),Glaucoma in Lowe’s syndrome(E72.0+)
H420      ,아밀로이드증에서의 녹내장(E85.-+),Glaucoma in amyloidosis(E85.-+)
H428      ,달리 분류된 기타 질환에서의 녹내장,Glaucoma in other diseases classified elsewhere
H428      ,회선사상충증에서의 녹내장(B73+),Glaucoma in onchocerciasis(B73+)
H43       ,유리체의 장애,Disorders of vitreous body
H430      ,유리체탈출,Vitreous prolapse
H431      ,유리체출혈,Vitreous haemorrhage
H432      ,유리체내 결정침착물,Crystalline deposits in vitreous body
H433      ,기타 유리체혼탁,Other vitreous opacities
H4330     ,유리체 막 및 가닥,Vitreous membranes and strands
H4338     ,기타 유리체혼탁,Other vitreous opacities
H438      ,유리체의 기타 장애,Other disorders of vitreous body
H4380     ,유리체변성,Vitreous degeneration
H4388     ,유리체박리,Vitreous detachment
H4388     ,유리체의 기타 장애,Other disorders of vitreous body
H439      ,유리체의 상세불명 장애,Disorder of vitreous body/ unspecified
H44       ,눈의 여러 구조물에 영향을 주는 장애,Disorders affecting multiple structures of eye
H44       ,안구의 장애,Disorders of globe
H440      ,범안구염,Panophthalmitis
H440      ,유리체농양,Vitreous abscess
H440      ,화농성 안내염,Purulent endophthalmitis
H441      ,교감성 포도막염,Sympathetic uveitis
H441      ,기생충성 안내염 NOS,Parasitic endophthalmitis NOS
H441      ,기타 안내염,Other endophthalmitis
H442      ,퇴행성 근시,Degenerative myopia
H443      ,구리침착증,Chalcosis
H443      ,눈의 철침착증,Siderosis of eye
H443      ,안구의 기타 퇴행성 장애,Other degenerative disorders of globe
H444      ,눈의 저안압,Hypotony of eye
H445      ,안구위축,Atrophy of globe
H445      ,안구의 퇴행성 병태,Degenerated conditions of globe
H445      ,안구황폐,Phthisis bulbi
H445      ,절대녹내장,Absolute glaucoma
H446      ,섬모체(~에서의) 잔류(오래된) 자기성 안구내이물,Retained (old) magnetic foreign body (in) ciliary body
H446      ,수정체(~에서의) 잔류(오래된) 자기성 안구내이물,Retained (old) magnetic foreign body (in) lens
H446      ,안구의 후벽(~에서의) 잔류(오래된) 자기성 안구내이물,Retained (old) magnetic foreign body (in) posterior wall of globe
H446      ,유리체(~에서의) 잔류(오래된) 자기성 안구내이물,Retained (old) magnetic foreign body (in) vitreous body
H446      ,잔류(오래된) 안구내이물/ 자기성,Retained (old) intraocular foreign body/ magnetic
H446      ,전방(~에서의) 잔류(오래된) 자기성 안구내이물,Retained (old) magnetic foreign body (in) anterior chamber
H446      ,홍채(~에서의) 잔류(오래된) 자기성 안구내이물,Retained (old) magnetic foreign body (in) iris
